latitude,altitude,duration,temperature,population_density,is_night,interaction,noise_1,noise_2,duration_squared,terrain_coastal,terrain_desert,terrain_mountain,terrain_rural,terrain_urban,alien_contact_prob,id
0.7244932365912262,0.04380551038741806,-0.3798111560527426,-0.6452142879967144,-0.8462913241290947,1,-0.20203181932466974,0.2691549566745145,-0.4525251400246061,-0.36375009503302286,False,False,False,False,True,0.0,9070
-1.183492355850509,-0.08722575549441085,-0.4095701267922443,1.409516617377762,0.5450445402716182,1,-0.26783620852741935,0.6936882394678836,0.578723610243244,-0.37183332908905325,True,False,False,False,False,0.0,2604
0.2114228729678546,1.4462138948941774,-0.7542870166292611,0.05806975188476102,-0.1803399113931193,1,-0.23316295583516206,0.8961336936999711,-0.09037908842850638,-0.4363564839455538,True,False,False,False,False,0.95,7739
-0.8053683707543692,0.3634267883064406,0.4521984622111872,0.8029271601160487,-0.43239398623115444,0,0.6095474316146743,0.4392126438055427,1.52676282217411,0.02393030096810437,False,False,False,False,True,0.95,1580
-0.13591249977392816,-0.8249851683360166,-0.6646511658656554,0.5445220337864095,0.9451634798409095,0,-0.5591104835394125,0.22208253659038035,-0.04188531145553292,-0.42473473256210326,True,False,False,False,False,0.0,5059
-1.349230508878377,-0.9146563248435523,-0.5404789685062902,1.609778222933563,1.4807159873363094,1,-0.5706893434039105,0.2873967655818841,-0.31230741723958116,-0.4026482278027447,False,False,False,False,True,0.95,5754
-1.1056714871190254,-0.8644596821206082,-0.5503036512512853,0.899981551344895,1.525081101053577,0,-0.557557278209575,0.6412562438743159,-1.1698394009941762,-0.404649082529217,False,False,False,True,False,0.0,3549
0.5148181517738631,0.03249459505054944,-0.08898578406056491,-1.5038398814376939,-1.8573309051802471,0,-0.023182702710590686,0.2518217996735036,1.9275433898793242,-0.26373035314401916,False,False,False,False,True,0.95,410
-0.5857600390983523,-0.7647998072167568,-0.8997341070068827,0.7222772107346787,0.012209419205040229,0,-0.5808118401547075,0.8789645156612564,-0.2892807471188405,-0.44750395241463486,False,False,False,True,False,0.95,4098
-1.263019599424935,-0.6587178123134524,-0.9069482514253094,0.7087498860581875,0.05636959431747815,0,-0.5760382458904371,0.8596013654261155,0.0732261294127041,-0.44780851116686127,False,False,False,False,True,0.95,6462
-0.1011058759476683,0.0024771733342808396,0.8836225082188078,0.4556054358855718,0.22075169136916833,1,0.5547852209837824,0.4590389980673918,1.5258418856981801,0.3478725201996128,False,False,False,False,True,0.95,5602
0.5065651341730746,-0.5270812727826929,1.173337821917706,-1.2156263708761432,0.5658777622456178,1,0.03208881475855041,0.32837345538784235,0.575046406489612,0.6125239555869527,False,False,False,True,False,0.95,5232
-1.2221376622744355,1.7074873659467709,2.9969789785789303,0.8950348288607016,0.6934327798182303,0,5.993098887242241,0.9721936038442237,0.4347919360966967,3.147495503280357,False,False,False,True,False,0.95,3778
1.0101521713454964,1.4654388336339033,-0.5376104896377126,-1.175118125207625,-2.6571327389591026,1,0.09514792489826938,0.9218723954312412,0.9006686421474223,-0.40205583446769677,False,False,False,True,False,0.0,2727
0.3123204362050231,0.263944368117404,-0.13400423438056913,-0.9577651411317726,-1.1903669606186535,1,0.07008814854885831,0.5018248569928109,0.146278253370302,-0.2817083606919448,True,False,False,False,False,0.95,478
0.6000173305512251,-0.329396112468464,-0.5174612244684735,-0.8401990528394111,-0.6788531734425596,0,-0.3986013469076373,0.5015189741509437,-0.6117325289521727,-0.3977900556530309,True,False,False,False,False,0.95,1330
0.955578538806285,-0.16274401521832813,-0.7379798066059403,-1.6632962388520267,-0.6785387272614208,1,-0.4625659919475819,0.41577819137251704,0.39109436395325653,-0.434511825576395,True,False,False,False,False,0.95,4036
0.2657110075908928,-0.4489285514327628,-0.5468085582598238,-0.07190357258640966,-0.4821219466827805,1,-0.4433735905701481,0.7952022852483633,0.2484121946913532,-0.40394227491482027,True,False,False,False,False,0.0,9643
-0.03478212988318456,-0.5029760632339823,0.646266013639828,0.38330976054205607,-0.3521017968304694,0,-0.09604321797080291,0.83508697104092,-0.4452501711260947,0.15926180039355425,False,False,False,True,False,0.95,1778
-1.1373222298310344,1.1011378566882082,-0.5876271899432344,2.0032436710747694,1.9158579971097793,1,-0.0707783160053861,0.344626108528573,-0.8110519580325313,-0.4118534119017108,False,False,False,False,True,0.95,6097
-1.3449593437306462,0.369159759040044,-0.16389031726108352,0.6781629299217357,-0.5767013759327199,0,0.10043057446163356,0.3875327407854152,0.737740930723388,-0.2931384781294796,False,True,False,False,False,0.95,752
