id,ufo_mystery_score
17156,-1.1857896258834828
73556,0.9775714655971028
76515,-0.509669608279364
13385,2.6062344515197657
10404,1.3559893490943957
51712,2.046904916668444
28538,-0.29611305604491767
918,11.307517394018454
48997,10.154560095019743
30768,0.04636246879346734
79868,3.0061374792839803
1224,-0.4524558824878455
4356,1.4175833039062968
61916,-0.5531593237759447
75892,1.2324406544553566
55317,0.03698856316129384
41305,8.475886837652721
22438,1.9636879255530895
47494,174.82617315104127
20190,11.35856092006283
44091,1.3198168621734592
51531,1.453894207676801
27432,2.751812843887834
74120,75.7189744418991
47663,11.081986797982331
45696,11.844007205308879
24732,0.2742897093327354
8471,7.041104473534643
79528,0.5590901879880951
60583,-0.6566909481922627
59776,9.331956742389654
16807,75.02856010254365
3106,1.162723953545839
57421,0.49832474839007457
37239,-0.9627332250204916
50354,1.4261916602194729
55927,4.5194928901351465
2327,0.5893237696165835
45817,-0.6720981648535567
50170,9.437354265005595
35418,8.094089237209236
1407,2.0015737769274957
40313,8.732407798053302
13441,0.48350348666165627
40846,14.87684433882234
66591,0.13762230203364945
14426,-0.10312037050722367
53177,11.771512236341227
69101,-0.04350273771143756
50103,9.235337802129498
3135,2.003749633014846
78814,-0.405578989721769
22445,11.219672131041682
4759,2.237208664205848
21341,1.2521609471155206
22448,3.298054730661775
8631,0.2265842355216452
52442,-0.9459384526786121
25576,76.43315728702817
30119,0.9203360717630701
29753,0.44859276937541287
21493,0.250747558288566
20110,0.6738076655153007
36241,49.20706343145498
40319,1.3319242062141565
12486,0.24897597135599597
13456,0.1259967171255123
61625,-0.32993346606817026
40688,592.9378999785774
25461,9.840883335909615
68229,0.07729838406848114
44858,5.253119293133067
61615,10.359266140689657
41431,6.735942555256311
60698,0.9337263150078554
11388,6.171903045708302
34492,1.3686527495498528
49448,53.159173029559526
27726,7.87460178395384
55228,2.1709063135536404
80113,10.053495107097689
16427,2.2263930376305665
47680,-0.42133626384043227
32684,-0.11619765088209211
59890,-0.16407301939603464
26796,1.4193985010282617
62715,2.064933489647846
35846,14.112114875073313
61751,-0.1130623211052123
39048,11.014073961162934
66676,1.7019206986950501
36597,0.7498634027855773
21144,12.137679615702694
54853,2.2666353811101674
74772,2.388752204697422
38422,11.082587540786095
72164,8.613073740330965
13016,0.8173531527277834
48311,0.5941242113260299
48923,0.19161216812305482
26337,1.7234611051874316
29884,11.03232264548509
71831,0.6271247691498203
65982,0.6036486034411612
37480,10.080323565121578
14567,1.4528915596171588
24097,6.104179706728541
11760,0.5868712901999806
25879,1.1351880288853295
71017,5.8260628659484635
38851,2.4921286027659724
69424,8.931935917023944
23234,-0.5871047941223305
11783,-0.15067075155597714
31333,-0.4994297051962514
5632,9.555318749051938
48078,1.9247856559548249
72801,-0.07689720150413304
19790,8.87876269626508
66091,8.154796469309707
66703,1.6029792231413338
75142,8.624624383058103
35106,1.0291606772922166
10759,2.4896439748133083
42001,80.32057228923372
48843,9.334989235829505
44584,0.5608349079375623
45928,5.533313165343818
65459,5.662391556032979
52750,-0.4141697527606635
72114,1.4170995952298977
60349,3.1944729606413085
36583,-0.6131606246891017
15375,9.433697970490973
62893,6.376431601258611
66527,1.5630653040196545
52663,0.44862810202506254
40731,2.3873118284085164
24789,2.4392277601396497
59296,1.4163162787252916
49985,1.8586853265573042
37202,1.5109317747599982
80105,1.3259873498808008
35311,2.800866267902346
39498,274.8130211816508
45673,3.442064252334271
35539,1.6184143112401892
11952,0.7525695631426428
25403,77.63170082154086
4765,2.074156698610611
31938,1.9093976154658105
69682,0.5302892777411627
61507,0.4457000875229715
15897,8.028539012549784
58033,-1.5496569375009008
32826,75.92921103013202
11159,76.54637142766626
30058,2.478933023093457
