id,alien_communication_prob
9203,0.7647550145483925
77843,0.8348481768789736
74664,0.8092812789698846
2623,0.8954798011326526
42555,0.6907784926670132
50276,0.8573944310122441
31963,0.6785666248035565
54801,0.8494616973743796
13535,0.8098799626141593
62351,0.81713399869889
30167,0.8808683255927983
64819,0.8264611828257836
77649,0.6910921310959619
11713,0.7110323461195788
24867,0.700223245357051
79991,0.7619030342136873
73592,0.7162772024299426
33206,0.7845598834324657
39755,0.790641429738373
20814,0.6337960392008214
27401,0.716137451034878
33009,0.7764415566495727
73450,0.8154900930147976
3594,0.8631903880392113
18713,0.7528865695571465
40489,0.7510525519709371
77087,0.7130335874612829
8073,0.8326118664026646
73247,0.7391399325615498
2114,0.7959475902489952
31287,0.7748644632805289
19384,0.7443645857043997
54602,0.8367743901361563
36472,0.7333531293877686
72356,0.6836294785925858
1457,0.75410463510054
67100,0.7110844763659799
76099,0.7242414907354583
67541,0.8472605730356211
9736,0.7401990616257365
38408,0.6239478638311958
56014,0.7237179803669087
46578,0.6794803299039915
17017,0.834738305991639
76612,0.7655279684464356
56348,0.798605116950356
3269,0.7461374740971262
31998,0.8411133359854437
15725,0.756711285987544
34965,0.7518065007718029
4871,0.7376223287456447
57812,0.838303442248187
28595,0.7445982582238893
72861,0.7054565752328998
33638,0.7017587478848771
15887,0.7636149045931784
35407,0.7899040069547805
21482,0.8671431224766541
40772,0.7989115423743587
8443,0.7333416168346043
32605,0.740774490191203
16671,0.7715924615605191
64524,0.7342436638771719
45804,0.6847462864177647
23110,0.7807765612292566
42246,0.7232110624258034
46341,0.7240328392265464
66139,0.8149716508941816
8585,0.8053086735366836
59923,0.8561059948214307
50648,0.7436522493281272
48422,0.7132575471576917
76312,0.9096849432318624
46569,0.8341506191607517
60131,0.759410073374653
62737,0.8295395209207681
34322,0.6818013961585986
13902,0.6653137346973479
71794,0.7693690315777969
54940,0.8122956957999876
69921,0.738118648442725
37008,0.7757273789988925
60559,0.8885857278063769
11425,0.8290274385892394
48644,0.7676125876909994
7737,0.8376652499445445
78760,0.7171189605624246
45065,0.6615503174265172
2913,0.672133661486183
29883,0.6579218287280699
323,0.7066996272776673
33869,0.7872601882861026
26139,0.6722184128100764
57162,0.7599327615866079
42190,0.6038181877185892
8883,0.8291702682041455
57455,0.7653861883979575
68986,0.7093113035447148
22366,0.7979796181125429
79928,0.7841244455596368
54907,0.7180918015874131
34408,0.7635874231123105
35714,0.8720121248057402
3738,0.7363600150194445
21580,0.8136824797834276
54231,0.8250963805491055
20268,0.7113071994491338
48918,0.8925311631630524
57651,0.76978187657472
56228,0.747549774030749
74320,0.8790054454694657
39105,0.8091237700268389
20585,0.8009243086849203
27107,0.6724845852750204
37910,0.787554300581229
17457,0.7500489063318402
5398,0.7332708747000356
77379,0.726586259413709
33753,0.738559353290445
68082,0.807128199431201
31274,0.6934973658402102
77968,0.823642891492783
34455,0.7046580079668714
31751,0.8192667106556847
41789,0.755477384833598
15440,0.7285897124713384
61967,0.8293470695061657
10618,0.8148533589770387
21744,0.7983201282251235
72383,0.7921471869771151
23657,0.7870547900078518
20768,0.7376249945300356
13511,0.7926891237422917
61553,0.839444606667337
79163,0.813071825795296
60048,0.8328145439267164
52564,0.7465461667027988
12506,0.595069796113232
35226,0.710832585123501
16759,0.7773945055915346
55741,0.755188105813666
23286,0.7606773693730842
47692,0.8670670272688316
37510,0.8045828628434978
34097,0.8270813969377039
66665,0.787580527000061
50361,0.7277420511678476
50703,0.7944963730634884
69851,0.7648571798580487
55816,0.6553573542525087
46878,0.9016482430356276
73203,0.7603789149722168
23176,0.6687934386587541
79243,0.5992862939114801
34634,0.7523552816395689
379,0.6774710400015669
16280,0.7875550581600013
32939,0.7123155663694857
67500,0.770438431164231
5146,0.8152987760270483
79744,0.8162796089822135
41584,0.7030610550320247
28045,0.7071390876017934
65748,0.784356109468988
62128,0.7553315453651037
54982,0.8317728350629111
78508,0.6972814988342065
31851,0.7872570362959749
9590,0.7863067477160764
6851,0.7815011356179369
49927,0.8020107860844794
5712,0.7830193009904654
28519,0.7371475276753926
61977,0.7491524227872639
17742,0.7832920007173053
7389,0.7914262014644327
957,0.7431108629119906
53878,0.7360768413270001
6009,0.7418602042059065
34243,0.745168153092157
7486,0.700320466759966
7499,0.782336921429493
44256,0.8761860517401925
54489,0.84827029620102
77010,0.7525182538032692
35204,0.7061592275811702
79855,0.8472585459129441
3304,0.8079802685247706
40512,0.770229482315885
14493,0.7953048383166114
35430,0.8027060972174938
12274,0.7719386089846643
46358,0.76506877897034
59270,0.7470116510210777
71231,0.6444163059914201
69530,0.7257496101215406
41528,0.6976432274767386
30862,0.7664006439766483
22181,0.7728059830173153
24526,0.7649804517758717
66796,0.7347641390879655
7029,0.7885937314595933
2271,0.7946924517970967
18974,0.7206479300667762
2376,0.8266604064256436
77353,0.6299900800985339
40054,0.754689783719805
39572,0.7874610884825572
78772,0.8429232391092677
39005,0.7053427911840405
66593,0.7869693933626201
662,0.7428891561793973
